Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster
733,1,1,28,1,154919,1,2,1
734,1,1,37,1,129058,1,0,1
735,1,1,29,1,77532,0,0,1
736,1,1,23,1,235417,2,2,2
737,0,0,35,1,113468,0,0,3
738,0,0,45,1,190803,2,2,2
739,1,1,26,1,121423,0,0,1
740,0,0,32,0,121347,1,1,2
741,0,0,23,0,67408,0,0,3
742,0,0,41,1,123043,1,1,2
743,0,0,22,0,128387,1,2,2
744,0,0,30,0,250050,2,1,2
745,0,0,28,0,69588,0,0,3
746,1,1,23,1,109547,1,1,1
747,1,1,37,1,78840,0,0,1
748,0,0,26,0,131122,1,0,3
749,0,0,33,1,115403,1,1,2
750,1,1,49,2,110291,1,2,4
751,1,1,23,1,64811,0,0,1
752,1,1,23,1,86015,0,0,1
753,1,1,25,1,142438,1,2,1
754,0,0,55,1,159303,1,1,2
755,1,1,32,1,104957,1,1,1
756,0,0,74,2,89502,0,0,4
757,0,0,39,1,121313,1,1,2
758,0,0,31,0,98102,1,0,3
759,0,0,35,1,94554,1,1,2
760,1,1,59,2,162591,1,1,4
761,1,1,24,1,106629,1,2,1
762,0,0,24,0,70400,0,0,3
763,0,0,30,0,235660,2,2,2
764,0,1,27,1,121747,1,2,2
765,0,1,40,1,85060,0,0,3
766,0,1,31,1,87630,0,0,3
767,1,1,31,1,119673,1,0,1
768,0,0,28,0,126060,1,2,2
769,0,0,63,2,96145,0,0,4
770,1,1,26,1,114830,1,0,1
771,1,1,25,1,194461,2,2,2
772,0,0,36,1,150158,2,2,2
773,0,0,52,1,136323,1,2,2
774,0,0,66,2,111858,0,0,4
775,1,1,25,1,100198,1,0,1
776,0,0,37,1,123452,1,2,2
777,1,1,25,1,120723,1,1,1
778,0,0,38,1,215639,2,1,2
779,1,1,67,3,166712,1,1,4
780,0,0,25,0,136300,1,1,2
781,0,0,60,2,166988,1,2,4
782,0,0,31,0,77265,0,0,3
783,1,1,23,1,85967,0,0,1
784,0,1,60,2,212020,2,0,4
785,0,0,35,1,126054,0,0,3
786,0,0,40,1,144589,1,0,2
787,0,0,38,1,116723,1,1,2
788,0,0,50,1,168637,1,1,2
789,0,0,27,0,139119,1,1,2
790,1,1,39,2,118610,1,2,4
791,0,0,41,1,183312,2,2,2
792,0,1,27,1,96323,1,0,1
793,0,1,51,2,149510,1,2,4
794,0,0,32,0,141922,1,2,2
795,1,1,22,1,120233,1,0,1
796,0,0,51,1,172790,1,1,2
797,1,1,22,1,66720,0,0,1
798,0,1,54,2,113024,1,1,4
799,0,0,35,1,51791,0,0,3
800,0,0,54,1,118408,1,2,2
801,1,1,48,2,101616,0,0,4
802,1,1,24,1,127250,1,0,1
803,0,0,35,1,97290,1,0,3
804,1,1,24,1,106970,0,0,1
805,0,0,24,0,168147,1,2,2
806,0,1,26,1,68468,0,0,3
807,0,0,65,2,120780,1,2,4
808,0,0,55,1,231992,2,2,2
809,1,1,26,1,53903,0,0,1
810,0,1,26,1,101511,1,2,2
811,0,1,28,1,69046,0,0,3
812,0,0,24,0,171584,1,1,2
813,0,0,54,1,132367,1,2,2
814,0,0,46,1,134433,1,2,2
815,1,1,54,2,190518,1,0,4
816,0,1,62,2,152367,1,1,4
817,1,1,24,1,101157,1,1,1
818,0,1,43,2,279593,2,2,4
819,0,1,26,1,96716,1,2,2
820,0,1,27,1,95171,1,0,1
821,0,1,24,1,129162,1,2,2
822,0,0,41,1,118742,1,0,3
823,0,0,47,1,74511,0,0,3
824,0,1,35,1,157272,2,1,2
825,0,1,30,1,102374,1,0,1
826,1,1,33,1,131492,1,0,1
827,0,0,36,1,128702,1,2,2
828,0,0,47,1,177509,1,2,2
829,0,0,38,1,163451,1,1,2
830,0,0,44,1,144900,1,1,2
831,1,1,23,1,97115,1,2,1
832,0,0,29,0,196568,1,2,2
833,1,1,42,2,158405,1,0,4
834,1,1,25,1,97376,0,0,1
835,0,0,48,1,108678,1,1,2
836,1,1,21,1,92351,1,0,1
837,1,1,23,1,61211,0,0,1
838,0,0,63,2,138644,1,0,4
839,0,1,46,2,124824,1,2,4
840,0,0,29,0,132852,1,0,3
841,0,0,28,0,81069,0,0,3
842,1,1,23,1,104094,1,2,1
843,0,0,50,1,114853,1,0,3
844,0,0,47,1,130344,1,2,2
845,0,0,35,1,135090,1,0,2
846,0,0,68,2,179151,1,2,4
847,0,1,28,1,97390,1,1,1
848,0,0,59,2,120160,1,0,4
849,0,0,57,2,82277,0,0,4
850,0,1,33,1,110844,1,2,2
851,0,0,43,1,133105,1,0,2
852,0,0,35,1,102042,1,0,3
853,0,0,32,0,69370,0,0,3
854,0,0,45,1,200298,1,1,2
855,0,1,33,1,117039,1,2,2
856,1,1,40,2,107585,1,2,4
857,0,0,28,0,114429,1,0,3
858,1,1,29,1,128234,1,2,1
859,0,0,26,0,128580,1,2,2
860,0,0,27,0,177757,1,1,2
861,0,1,28,1,106222,1,0,1
862,1,1,35,1,118428,1,2,1
863,0,0,32,0,139477,0,0,3
864,0,0,25,0,71159,0,0,3
865,1,1,20,1,131370,1,2,1
866,1,1,27,1,111567,1,2,1
867,0,0,42,1,125482,1,2,2
868,0,0,37,1,160642,1,2,2
869,1,1,24,1,92498,1,0,1
870,1,1,40,2,199711,1,2,4
871,0,0,46,1,127588,1,2,2
872,0,0,26,0,107508,1,2,2
873,1,1,24,1,94629,1,2,1
874,0,0,29,0,87598,0,2,3
875,1,1,40,2,161194,1,1,4
876,0,0,36,1,137342,2,2,2
877,0,0,28,0,116848,1,1,2
878,0,0,27,0,125190,2,1,2
879,0,0,36,1,153441,1,0,2
880,0,0,38,1,195328,2,2,2
881,0,1,48,2,190413,1,0,4
882,0,0,36,1,118656,1,1,2
883,1,1,65,3,69487,0,0,4
884,0,1,43,2,145313,1,1,4
885,1,1,53,2,117005,1,1,4
886,0,0,34,1,123243,1,1,2
887,0,0,23,0,237799,1,1,2
888,0,0,34,1,180617,2,2,2
889,0,0,40,1,167019,1,0,2
890,0,0,43,1,147745,2,2,2
891,0,0,46,1,114254,1,1,2
892,0,0,38,1,81155,0,0,3
893,0,0,34,1,151803,1,2,2
894,0,0,29,0,94356,1,2,2
895,0,0,31,0,200621,2,2,2
896,1,1,28,1,144448,2,1,1
897,1,1,35,1,150797,1,0,1
898,1,1,33,1,84404,0,0,1
899,0,0,42,1,133373,1,2,2
900,0,0,43,1,119502,1,2,2
901,0,1,44,2,131619,1,0,4
902,0,0,42,1,194084,1,2,2
903,0,1,40,1,108278,1,1,2
904,0,0,36,1,130987,2,1,2
905,0,0,20,0,116582,2,2,2
906,0,0,24,0,85270,0,0,3
907,0,1,27,1,129227,1,0,1
908,1,1,46,2,108291,0,0,4
909,1,1,33,1,103091,0,0,1
910,1,1,34,1,136975,1,1,1
911,1,1,25,1,111502,0,0,1
912,1,1,25,1,124750,1,1,1
913,0,1,28,1,146463,1,2,2
914,0,0,31,0,115075,1,0,3
915,1,1,32,1,308491,2,1,2
916,0,0,32,0,126368,1,0,3
917,0,0,68,2,287247,2,2,4
918,0,1,33,1,125535,1,2,2
919,0,0,39,1,153223,2,2,2
920,1,1,28,1,106873,1,1,1
921,0,0,37,1,268906,2,1,2
922,1,1,22,1,97757,1,2,1
923,0,0,30,0,112151,1,1,2
924,0,1,55,2,172909,1,0,4
925,0,0,46,1,103387,1,1,2
926,1,1,21,1,93916,1,2,1
927,0,0,39,1,189963,1,2,2
928,0,0,58,2,124191,1,0,4
929,0,0,43,1,77205,0,0,3
930,0,0,24,0,65917,0,0,3
931,1,1,22,1,109676,1,0,1
932,0,0,30,0,95682,1,2,2
933,0,0,42,1,125516,1,2,2
934,1,1,23,1,99822,1,0,1
935,0,0,30,0,154854,2,1,2
936,1,1,28,1,84582,0,0,1
937,0,1,30,1,145800,2,0,2
938,0,0,42,1,162869,1,1,2
939,0,0,46,1,192379,2,2,2
940,0,0,45,1,159757,2,2,2
941,0,0,31,0,69571,0,0,3
942,0,0,31,0,93648,1,2,2
943,0,0,42,1,77472,0,0,3
944,1,1,46,2,121501,1,0,4
945,1,1,30,1,207262,1,0,1
946,0,0,30,0,143082,1,2,2
947,0,0,38,1,147760,2,1,2
948,0,1,43,2,82082,0,0,4
949,0,0,31,0,132991,1,1,2
950,0,1,40,1,78436,0,0,3
951,0,0,24,0,99737,1,2,2
952,1,1,28,1,164915,1,0,1
953,1,1,26,1,223185,2,1,2
954,1,1,29,1,108400,1,2,1
955,1,1,57,2,194882,2,1,4
956,0,0,49,1,122186,0,0,3
957,0,0,37,1,79594,0,0,3
958,0,0,45,1,104355,0,0,3
959,0,0,30,0,135894,1,2,2
960,0,1,30,1,103699,1,1,1
961,0,1,47,2,132145,1,1,4
962,0,0,29,0,117272,1,2,2
963,0,0,35,1,137932,1,0,2
964,0,1,22,1,63972,0,0,3
965,1,1,26,1,113299,1,2,1
966,0,0,23,0,108540,0,0,3
967,1,1,54,2,174424,2,2,4
968,0,1,29,1,154991,1,2,2
969,0,0,40,1,99723,0,0,3
970,0,0,22,0,114584,1,2,2
971,0,0,43,1,135275,0,0,3
972,1,1,29,1,41680,0,0,1
973,0,0,36,1,158769,1,1,2
974,1,1,33,1,120596,1,0,1
975,1,1,57,2,139641,0,0,4
976,1,1,64,3,134377,1,0,4
977,0,0,42,1,125804,1,2,2
978,0,0,47,1,91858,0,0,3
979,0,1,25,1,117641,1,2,2
980,0,0,49,1,188594,1,1,2
981,0,0,33,1,162827,2,2,2
982,1,1,28,1,178991,2,2,2
983,0,0,26,0,159739,1,1,2
984,0,0,30,0,73401,0,0,3
985,1,1,25,1,100794,1,2,1
986,0,1,33,1,167763,1,1,2
987,1,1,64,3,145174,1,0,4
988,0,0,29,0,176292,2,1,2
989,0,0,48,1,94024,0,0,3
990,0,0,37,1,93740,0,0,3
991,0,0,34,1,85685,0,0,3
992,0,1,23,1,69997,0,0,3
993,0,0,30,0,151938,2,2,2
994,0,0,50,1,122830,1,1,2
995,1,1,31,1,78489,0,0,1
996,0,1,40,1,161999,2,1,2
997,0,0,38,1,98032,1,2,2
998,0,0,23,0,96060,1,0,3
999,0,0,27,0,147968,1,1,2
1000,1,1,63,2,134853,1,1,4
1001,0,0,66,2,157576,2,2,4
1002,0,1,43,2,203738,2,1,4
1003,0,1,44,2,280570,2,2,4
1004,0,1,65,3,69487,0,2,4
1005,1,1,73,3,214126,2,1,4
1006,0,0,60,2,136671,1,1,4
1007,0,1,62,2,174337,1,1,4
1008,1,1,58,2,126710,1,1,4
1009,1,1,43,2,167139,2,2,4
1010,0,0,64,2,122094,1,2,4
1011,0,1,37,3,170113,2,2,4
1012,1,1,46,2,192698,2,1,4
1013,0,1,57,2,144197,1,2,4
1014,0,1,51,2,133623,1,1,4
1015,1,1,32,3,171052,2,2,4
1016,0,0,64,2,130492,1,2,4
1017,0,0,68,2,135705,1,1,4
1018,1,1,55,2,171804,2,2,4
1019,0,0,73,2,192167,2,1,4
1020,1,1,34,3,134377,1,2,4
1021,0,1,44,2,146716,1,1,4
1022,0,0,58,2,267872,1,1,4
1023,1,1,65,2,142193,0,1,4
1024,1,1,56,2,183765,1,1,4
1025,1,1,42,2,218664,2,2,4
1026,1,1,65,3,145174,1,2,4
1027,0,0,72,2,224961,2,2,4
1028,1,1,45,2,262634,2,2,4
1029,0,0,68,2,287106,2,2,4
1030,0,0,60,2,166298,2,1,4
1031,1,1,30,3,133328,0,2,4
1032,0,0,63,2,129798,1,1,4
1033,0,0,57,2,281084,2,1,4
1034,1,1,46,2,160678,1,2,4
1035,1,1,70,3,167532,1,1,4
1036,0,0,65,2,178591,1,2,4
1037,0,0,63,2,273063,2,2,4
1038,0,1,54,2,149410,1,2,4
1039,0,1,49,2,124658,1,2,4
1040,1,1,64,2,153645,1,2,4
1041,1,1,61,2,308529,2,2,4
1042,1,1,57,2,155062,1,2,4
1043,1,1,42,2,199654,1,2,4
1044,0,0,62,2,124723,1,2,4
1045,1,1,41,2,127752,1,2,4
1046,1,1,51,2,157595,2,1,4
1047,1,1,38,2,135534,1,2,4
1048,1,1,56,2,166264,2,2,4
1049,1,1,43,2,147259,1,1,4
1050,1,1,48,2,161116,1,1,4
1051,0,0,61,2,139380,1,1,4
1052,0,1,48,2,213768,2,2,4
1053,0,0,68,2,125903,1,2,4
1054,1,1,62,2,163940,1,1,4
1055,1,1,56,2,173378,2,2,4
1056,1,1,53,2,126847,1,1,4
1057,0,1,33,3,166712,1,2,4
1058,1,1,60,2,189166,1,1,4
1059,1,1,47,2,161714,1,1,4
1060,0,1,25,3,214364,2,2,4
1061,0,0,64,2,184680,1,1,4
1062,0,0,73,2,214732,2,1,4
1063,0,1,66,2,152527,1,1,4
1064,1,1,76,3,170366,2,1,4
1065,1,1,60,2,194532,2,1,4
1066,1,1,57,2,125883,1,2,4
1067,0,1,30,3,131242,1,2,4
1068,0,1,43,2,159880,2,1,4
1069,0,0,57,2,165519,1,2,4
1070,0,1,51,2,149653,1,1,4
1071,1,1,61,2,134102,1,1,4
1072,0,0,64,2,159378,2,2,4
1073,0,1,41,2,205476,2,1,4
1074,0,1,43,2,280566,2,2,4
1075,0,1,67,3,71823,0,2,4
1076,1,1,71,3,211572,2,1,4
1077,0,0,59,2,136123,1,1,4
1078,0,1,60,2,176372,1,1,4
1079,1,1,60,2,128271,1,1,4
1080,1,1,45,2,169020,2,2,4
1081,0,0,63,2,122267,1,2,4
1082,0,1,38,3,169324,2,2,4
1083,1,1,46,2,192561,2,1,4
1084,0,1,55,2,145781,1,2,4
1085,0,1,50,2,135376,1,1,4
1086,1,1,30,3,169002,2,2,4
1087,0,0,63,2,128469,1,2,4
1088,0,0,67,2,135567,1,1,4
1089,1,1,54,2,170644,2,2,4
1090,0,0,71,2,192360,2,1,4
1091,1,1,32,3,133235,1,2,4
1092,1,1,45,2,260847,2,2,4
1093,0,0,65,2,285647,2,2,4
1094,0,0,62,2,164816,2,1,4
1095,1,1,28,3,130148,0,2,4
1096,0,0,65,2,129838,1,1,4
1097,0,0,57,2,281647,2,1,4
1098,1,1,48,2,157305,1,2,4
1099,1,1,71,3,163654,1,1,4
1100,0,0,38,1,82398,1,1,3
1101,0,1,40,1,107710,1,1,2
1102,0,0,49,1,122346,1,1,2
1103,0,1,32,1,155540,2,1,2
1104,0,0,45,1,127572,1,1,2
1105,0,0,40,1,154031,2,1,2
1106,0,0,66,2,164931,2,2,4
1107,0,0,38,1,123003,1,2,2
1108,0,1,20,1,89605,1,1,1
1109,0,0,48,1,117721,1,1,2
1110,0,1,46,2,168904,2,1,4
1111,0,0,32,1,137576,2,2,2
1112,0,0,54,1,111274,1,1,2
1113,0,1,24,1,94249,2,2,2
1114,0,1,27,1,180940,2,1,2
1115,0,0,57,1,125032,1,2,2
1116,0,0,38,1,138011,2,1,2
1117,0,0,40,1,144850,1,1,2
1118,0,1,20,1,107270,1,2,2
1119,0,0,36,1,113405,2,2,2
1120,0,0,47,1,137338,1,2,2
1121,0,0,64,2,125119,0,2,4
1122,0,0,42,1,159745,2,2,2
1123,0,0,44,1,181262,2,2,2
1124,0,1,30,1,90500,2,2,2
1125,0,0,37,1,102733,1,1,2
1126,0,0,42,1,135493,1,2,2
1127,0,1,62,2,169044,1,1,4
1128,0,0,49,1,178549,1,2,2
1129,0,0,52,1,159716,1,2,2
1130,0,1,36,1,170118,2,1,2
1131,0,0,49,1,143886,0,1,2
1132,0,0,42,1,130164,2,2,2
1133,0,0,38,1,114476,1,1,2
1134,0,0,50,1,126143,1,1,2
1135,0,1,34,1,129654,2,2,2
1136,0,0,43,1,123202,1,2,2
1137,0,0,40,1,160524,1,1,2
1138,0,0,56,2,126906,1,1,4
1139,0,0,41,1,143994,2,2,2
1140,0,1,30,1,123517,2,2,2
1141,0,1,28,1,129055,1,2,2
1142,0,0,64,2,136312,0,2,4
1143,0,0,67,2,112486,1,2,4
1144,0,0,37,1,152401,2,1,2
1145,0,0,31,1,157453,2,1,2
1146,0,0,32,1,142870,2,2,2
1147,0,1,52,2,137231,1,2,4
1148,0,1,31,1,104406,1,1,1
1149,0,0,36,1,145385,2,1,2
1150,0,1,32,1,146519,2,1,2
1151,0,0,51,1,126227,1,2,2
1152,0,0,47,1,112227,2,1,2
1153,0,1,34,1,110145,1,2,2
1154,0,1,46,2,149419,1,1,4
1155,0,1,42,1,176646,1,1,2
1156,0,0,39,1,91019,2,1,2
1157,0,0,50,1,169579,1,2,2
1158,0,0,42,1,142305,1,2,2
1159,0,1,36,1,130602,1,1,2
1160,0,1,18,1,98992,1,1,1
1161,0,0,35,1,181926,2,2,2
1162,0,0,38,1,152864,1,2,2
1163,0,0,39,1,135837,2,2,2
1164,0,1,24,1,121757,0,2,1
1165,0,0,41,1,182274,1,1,2
1166,0,0,36,1,149040,2,2,2
1167,0,0,37,1,154196,2,2,2
1168,0,1,45,2,135332,1,1,4
1169,0,0,41,1,134200,2,2,2
1170,0,0,36,1,177171,2,2,2
1171,0,0,38,1,115964,0,2,2
1172,0,0,38,1,136871,0,1,3
1173,0,1,53,2,159559,2,2,4
1174,0,0,35,1,113878,1,2,2
1175,0,0,48,1,171203,2,2,2
1176,0,0,36,1,102180,1,2,2
1177,0,1,22,1,116844,2,1,2
1178,0,0,35,1,139844,2,2,2
1179,0,0,42,1,156431,0,1,2
1180,0,0,39,1,116137,0,1,3
1181,0,0,31,1,143081,1,1,2
1182,0,0,33,1,155870,2,2,2
1183,0,1,31,1,106924,0,1,1
1184,0,0,42,1,102133,1,1,2
1185,0,0,61,2,145227,0,1,4
1186,0,0,38,1,159500,2,2,2
1187,0,0,33,1,98498,0,1,3
1188,0,0,48,1,159714,1,2,2
1189,0,0,31,1,121852,0,1,3
1190,0,0,52,1,141271,2,2,2
1191,0,1,27,1,123213,1,2,2
1192,0,0,40,1,143723,2,1,2
1193,0,0,34,1,112538,0,1,3
1194,0,1,26,1,97932,2,2,2
1195,0,0,30,1,154003,0,1,2
1196,0,0,53,1,177179,1,1,2
1197,0,0,45,1,128052,1,2,2
1198,0,0,32,1,114617,2,1,2
1199,0,0,35,1,182822,2,2,2
1200,0,1,26,1,177215,1,2,2
1201,0,0,30,1,110929,1,1,2
1202,0,0,37,1,111821,1,1,2
1203,0,0,32,1,97306,2,1,2
1204,0,1,40,1,157231,1,1,2
1205,0,0,44,1,126906,0,2,2
1206,0,0,43,1,133243,1,2,2
1207,0,0,51,1,112250,1,1,2
1208,0,0,37,1,104349,0,1,3
1209,0,0,33,1,151421,1,2,2
1210,0,1,32,1,178081,2,1,2
1211,0,0,35,1,110181,0,2,2
1212,0,1,30,1,113012,1,1,1
1213,0,1,35,1,154585,2,2,2
1214,0,0,40,1,144704,2,1,2
1215,0,0,37,1,141632,2,2,2
1216,0,0,37,1,105055,1,2,2
1217,0,0,37,1,124597,1,2,2
1218,0,0,53,1,160164,2,1,2
1219,0,0,34,1,151754,2,1,2
1220,0,0,51,1,155551,1,1,2
1221,0,1,26,1,94986,1,2,2
1222,0,0,34,1,175800,0,1,2
1223,0,0,51,1,126246,2,1,2
1224,0,0,33,1,116261,1,2,2
1225,0,1,32,1,117796,0,2,2
1226,0,0,39,1,115363,1,1,2
1227,0,0,53,1,169076,1,1,2
1228,0,0,34,1,97474,2,2,2
1229,0,0,37,1,140341,1,2,2
1230,0,1,28,1,114503,1,1,1
1231,0,1,25,1,102937,1,2,2
1232,0,0,36,1,151781,2,2,2
1233,0,1,36,1,123133,1,2,2
1234,0,0,35,1,118879,1,2,2
1235,0,1,21,1,158683,1,1,2
1236,0,1,29,1,107514,1,2,2
1237,0,0,60,2,193879,1,1,4
1238,0,0,45,1,135043,1,1,2
1239,0,1,56,2,108559,0,1,4
1240,0,1,30,1,121038,1,2,2
1241,0,0,52,1,151947,2,2,2
1242,0,1,26,1,118820,1,1,1
1243,0,0,43,1,121517,1,1,2
1244,0,0,34,1,113572,1,1,2
1245,0,1,22,1,131170,1,2,2
1246,0,0,42,1,92430,0,1,3
1247,0,0,38,1,124554,0,1,3
1248,0,1,29,1,115988,1,2,2
1249,0,0,44,1,107301,1,2,2
1250,0,1,29,1,103767,2,1,2
1251,0,0,44,1,141493,1,2,2
1252,0,0,38,1,154339,1,2,2
1253,0,1,26,1,112369,0,1,1
1254,0,0,53,1,158193,1,1,2
1255,0,0,43,1,143734,1,1,2
1256,0,0,33,1,121890,1,1,2
1257,0,0,52,1,127609,0,1,3
1258,0,1,26,1,94650,0,2,1
1259,0,0,38,1,175504,2,1,2
1260,0,0,47,1,165495,1,2,2
1261,0,1,26,1,120389,1,1,1
1262,0,1,36,1,165340,1,1,2
1263,0,0,36,1,119804,1,1,2
1264,0,0,57,2,154344,2,1,4
1265,0,1,31,1,106266,2,2,2
1266,0,0,45,1,136129,1,1,2
1267,0,0,40,1,151914,2,1,2
1268,0,1,21,1,121473,1,1,1
1269,0,0,46,1,127147,1,2,2
1270,0,0,35,1,125387,1,2,2
1271,0,1,31,1,139490,0,2,2
1272,0,0,51,1,124990,1,2,2
1273,0,1,21,1,101471,2,1,2
1274,0,0,48,1,155708,1,1,2
1275,0,0,48,1,142345,1,2,2
1276,0,0,68,2,148675,0,1,4
1277,0,1,45,2,116484,1,2,4
1278,0,0,35,1,150237,2,2,2
1279,0,1,22,1,100273,1,2,2
1280,0,0,44,1,122292,0,1,3
1281,0,0,52,1,159216,1,1,2
1282,0,0,48,1,130082,1,2,2
1283,0,0,33,1,139547,1,2,2
1284,0,1,35,1,122895,1,1,2
1285,0,1,64,2,154549,1,1,4
1286,0,0,58,1,149315,0,2,2
1287,0,1,24,1,118101,0,2,1
1288,0,0,40,1,115831,0,2,2
1289,0,0,49,1,118571,2,2,2
1290,0,0,31,1,138906,1,2,2
1291,0,0,46,1,98520,1,2,2
1292,0,0,46,1,106576,1,1,2
1293,0,0,49,1,121592,1,1,2
1294,0,0,29,1,135605,0,1,3
1295,0,0,37,1,114552,1,2,2
1296,0,0,33,1,151339,2,1,2
1297,0,0,71,2,170387,1,2,4
1298,0,0,35,1,118288,1,2,2
1299,0,0,40,1,109992,1,2,2
1300,1,0,27,1,90654,0,0,3
1301,1,0,61,2,113290,0,0,4
1302,1,1,29,1,100093,1,1,1
1303,1,0,33,1,109489,1,0,3
1304,1,0,56,2,139427,0,0,4
1305,1,1,27,1,123411,1,1,1
1306,1,1,22,1,137925,1,0,1
1307,1,1,19,1,99119,1,0,1
1308,1,1,28,1,91084,1,1,1
1309,1,1,24,1,110137,1,1,1
1310,1,1,27,1,67041,0,0,1
1311,1,1,30,1,127299,1,1,1
1312,1,0,26,1,84555,0,0,3
1313,1,1,26,1,123895,1,0,1
1314,1,1,23,1,94324,1,1,1
1315,1,1,28,1,96062,1,0,1
1316,1,1,67,3,144843,1,0,4
1317,1,1,27,1,107485,1,1,1
1318,1,1,32,1,98573,1,0,1
1319,1,0,24,1,107462,0,0,3
1320,1,1,28,1,115809,1,1,1
1321,1,0,48,2,118749,0,0,4
1322,1,1,32,1,139112,1,1,1
1323,1,1,25,1,94075,1,0,1
1324,1,1,57,2,62002,0,0,4
1325,1,1,28,1,127262,1,0,1
1326,1,1,24,1,122846,1,1,1
1327,1,1,25,1,61907,0,0,1
1328,1,0,31,1,89287,0,0,3
1329,1,0,33,1,103696,1,1,1
1330,1,1,50,2,147603,1,0,4
1331,1,1,58,2,139229,0,1,4
1332,1,1,27,1,107932,0,0,1
1333,1,1,48,2,116235,0,0,4
1334,1,1,22,1,85974,0,0,1
1335,1,1,40,1,124001,0,0,1
1336,1,1,32,1,121428,1,0,1
1337,1,0,25,1,93233,0,0,3
1338,1,1,27,1,67965,0,0,1
1339,1,1,27,1,88001,0,0,1
1340,1,1,23,1,129112,1,0,1
1341,1,1,32,1,109324,1,1,1
1342,1,1,25,1,112785,1,1,1
1343,1,1,46,2,136735,0,0,4
1344,1,1,21,1,107779,1,1,1
1345,1,1,29,1,103526,1,0,1
1346,1,1,31,1,93171,0,0,1
1347,1,0,26,1,106559,0,0,3
1348,1,1,23,1,112728,1,1,1
1349,1,0,38,1,102855,1,1,3
1350,1,0,35,1,85381,0,0,3
1351,1,1,27,1,100762,1,1,1
1352,1,1,22,1,131445,1,1,1
1353,1,1,52,2,123194,1,0,4
1354,1,1,19,1,99519,1,1,1
1355,1,1,23,1,112853,1,0,1
1356,1,0,42,1,110509,1,0,3
1357,1,1,27,1,106446,1,1,1
1358,1,1,39,2,89665,0,0,1
1359,1,1,50,2,128233,1,1,4
1360,1,1,36,1,133615,1,0,1
1361,1,1,25,1,115833,1,1,1
1362,1,1,27,1,65560,0,0,1
1363,1,1,30,1,118642,1,0,1
1364,1,0,22,1,63635,0,0,3
1365,1,1,27,1,122649,1,1,1
1366,1,0,31,1,143321,2,1,2
1367,1,1,29,1,99556,1,0,1
1368,1,0,34,1,36760,0,0,3
1369,1,0,33,1,71935,0,0,3
1370,1,1,26,1,114977,1,0,1
1371,1,1,36,1,147691,1,1,1
1372,1,1,26,1,54296,0,0,1
1373,1,1,39,1,80014,0,0,1
1374,1,1,44,2,77887,0,0,4
1375,1,1,46,2,98517,0,0,4
1376,1,1,31,1,103012,0,0,1
1377,1,0,26,1,121377,1,0,1
1378,1,1,22,1,91359,1,1,1
1379,1,0,48,2,104833,0,0,4
1380,1,1,27,1,101209,1,0,1
1381,1,0,30,1,58207,0,0,3
1382,1,1,27,1,116708,1,1,1
1383,1,1,36,1,107471,1,1,1
1384,1,1,31,1,128495,1,0,1
1385,1,0,21,1,124468,1,0,1
1386,1,1,26,1,106922,1,1,1
1387,1,0,24,1,104291,1,0,1
1388,1,1,29,1,98204,1,0,1
1389,1,1,32,1,127071,1,0,1
1390,1,1,45,2,85115,0,0,4
1391,1,1,58,2,104013,0,0,4
1392,1,1,25,1,89863,1,0,1
1393,1,1,67,3,135300,1,0,4
1394,1,1,53,2,107861,0,0,4
1395,1,1,24,1,123994,1,0,1
1396,1,0,20,1,91270,0,0,3
1397,1,1,71,3,133245,0,0,4
1398,1,1,31,1,118594,1,1,1
1399,1,1,27,1,40606,0,0,1
1400,1,1,36,1,129304,0,0,1
1401,1,1,25,1,113118,1,0,1
1402,1,0,41,1,133131,1,0,3
1403,1,1,30,1,106876,1,1,1
1404,1,1,32,1,130870,1,1,1
1405,1,1,29,1,125621,0,0,1
1406,1,0,27,1,78923,0,0,3
1407,1,1,32,1,123983,1,0,1
1408,1,1,25,1,75184,0,0,1
1409,1,0,24,1,109693,1,0,1
1410,1,1,63,2,86273,0,0,4
1411,1,0,42,2,113190,0,0,4
1412,1,1,22,1,109274,0,0,1
1413,1,1,46,2,143489,1,1,4
1414,1,1,24,1,99570,1,1,1
1415,1,0,30,1,139468,1,1,2
1416,1,1,44,2,108627,0,0,4
1417,1,0,25,1,106355,1,0,1
1418,1,1,27,1,96952,1,0,1
1419,1,1,27,1,141502,1,1,1
1420,1,1,34,1,110420,1,1,1
1421,1,1,18,1,97741,1,1,1
1422,1,1,25,1,99583,1,1,1
1423,1,1,21,1,63698,0,0,1
1424,1,1,26,1,116688,1,1,1
1425,1,1,27,1,131542,2,1,1
1426,1,0,25,1,136055,1,1,1
1427,1,1,30,1,100195,1,1,1
1428,1,0,66,3,131001,1,0,4
1429,1,1,25,1,104062,1,1,1
1430,1,1,43,2,137689,1,0,4
1431,1,1,35,1,137705,1,1,1
1432,1,0,70,3,69915,0,0,4
1433,1,0,35,1,68731,0,0,3
1434,1,1,26,1,105726,1,0,1
1435,1,0,29,1,78078,0,0,3
1436,1,1,22,1,110835,0,0,1
1437,1,0,26,1,115531,1,1,1
1438,1,1,36,1,92723,0,0,1
1439,1,1,35,1,107509,1,1,1
1440,1,1,28,1,116763,1,1,1
1441,1,1,24,1,100733,1,0,1
1442,1,1,34,1,92652,0,0,1
1443,1,1,25,1,106987,1,0,1
